Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1988","1988","?C","0.221","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1989","1989","?C","0.538","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1990","1990","?C","-0.013","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1991","1991","?C","0.601","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1992","1992","?C","-0.085","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1993","1993","?C","0.874","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1994","1994","?C","0.792","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1995","1995","?C","1.286","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1996","1996","?C","0.83","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1997","1997","?C","0.381","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1998","1998","?C","0.093","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1999","1999","?C","1.054","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2000","2000","?C","0.967","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2001","2001","?C","0.41","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2002","2002","?C","0.365","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2003","2003","?C","0.873","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2004","2004","?C","-0.087","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2005","2005","?C","0.816","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2006","2006","?C","1.125","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2007","2007","?C","0.184","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2008","2008","?C","1.068","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2009","2009","?C","1.391","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2010","2010","?C","-0.283","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2011","2011","?C","0.266","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2012","2012","?C","0.695","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2013","2013","?C","1.052","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2014","2014","?C","1.079","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2015","2015","?C","0.956","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2016","2016","?C","1.24","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2017","2017","?C","2.065","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2018","2018","?C","1.207","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2019","2019","?C","1.155","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","2020","2020","?C","1.365","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1961","1961","?C","0.374","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1962","1962","?C","-0.279","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1963","1963","?C","0.717","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1964","1964","?C","0.096","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1965","1965","?C","-0.17","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1966","1966","?C","-0.113","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1967","1967","?C","0.432","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1968","1968","?C","-0.764","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1969","1969","?C","-0.288","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1970","1970","?C","-0.355","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1971","1971","?C","-0.186","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1972","1972","?C","0.771","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1973","1973","?C","-0.223","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1974","1974","?C","0.444","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1975","1975","?C","-0.07","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1976","1976","?C","-0.258","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1977","1977","?C","-0.551","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1978","1978","?C","0.301","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1979","1979","?C","-0.078","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1980","1980","?C","0.22","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1981","1981","?C","-0.06","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1982","1982","?C","0.697","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1983","1983","?C","-0.441","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1984","1984","?C","0.414","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1985","1985","?C","0.318","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1986","1986","?C","0.516","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1987","1987","?C","-0.79","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1988","1988","?C","0.102","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1989","1989","?C","0.638","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1990","1990","?C","0.542","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1991","1991","?C","0.709","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1992","1992","?C","-0.124","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1993","1993","?C","0.087","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1994","1994","?C","0.493","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1995","1995","?C","0.515","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1996","1996","?C","0.535","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1997","1997","?C","0.163","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1998","1998","?C","0.37","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","1999","1999","?C","0.761","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2000","2000","?C","1.132","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2001","2001","?C","0.366","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2002","2002","?C","1.139","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2003","2003","?C","1.017","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2004","2004","?C","0.704","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2005","2005","?C","0.481","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2006","2006","?C","1.185","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2007","2007","?C","0.586","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2008","2008","?C","0.694","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2009","2009","?C","0.999","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2010","2010","?C","0.211","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2011","2011","?C","1.683","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2012","2012","?C","1.131","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2013","2013","?C","0.687","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2014","2014","?C","0.819","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2015","2015","?C","0.534","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2016","2016","?C","1.304","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2017","2017","?C","1.481","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2018","2018","?C","1.534","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2019","2019","?C","0.94","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar?Apr?May","2020","2020","?C","1.916","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1961","1961","?C","-0.229","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1962","1962","?C","0.305","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1963","1963","?C","0.133","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1964","1964","?C","-0.086","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1965","1965","?C","-0.247","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1966","1966","?C","0.008","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1967","1967","?C","-0.089","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1968","1968","?C","-0.474","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1969","1969","?C","0.531","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1970","1970","?C","-0.01","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1971","1971","?C","-0.612","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1972","1972","?C","-0.369","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1973","1973","?C","-0.519","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1974","1974","?C","-0.34","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1975","1975","?C","-0.596","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1976","1976","?C","-0.59","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1977","1977","?C","0.111","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1978","1978","?C","0.294","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1979","1979","?C","0.08","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1980","1980","?C","0.942","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1981","1981","?C","0.115","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1982","1982","?C","0.435","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1983","1983","?C","0.221","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1984","1984","?C","-0.548","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1985","1985","?C","-0.141","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1986","1986","?C","-0.169","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1987","1987","?C","0.087","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1988","1988","?C","-0.17","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1989","1989","?C","0.348","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1990","1990","?C","0.154","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1991","1991","?C","-0.185","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1992","1992","?C","0.275","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1993","1993","?C","0.105","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1994","1994","?C","0.675","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1995","1995","?C","0.47","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1996","1996","?C","0.453","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1997","1997","?C","0.631","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1998","1998","?C","1.253","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","1999","1999","?C","0.119","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2000","2000","?C","0.205","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2001","2001","?C","0.554","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2002","2002","?C","0.592","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2003","2003","?C","0.439","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2004","2004","?C","0.243","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2005","2005","?C","0.828","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2006","2006","?C","0.561","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2007","2007","?C","0.42","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2008","2008","?C","0.189","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2009","2009","?C","1.127","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2010","2010","?C","0.761","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2011","2011","?C","1.165","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2012","2012","?C","0.722","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2013","2013","?C","0.607","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2014","2014","?C","0.714","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2015","2015","?C","1.022","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2016","2016","?C","0.95","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2017","2017","?C","0.989","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2018","2018","?C","1.11","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2019","2019","?C","1.54","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun?Jul?Aug","2020","2020","?C","1.394","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1961","1961","?C","-0.218","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1962","1962","?C","0.519","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1963","1963","?C","0.208","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1964","1964","?C","-0.121","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1965","1965","?C","0.322","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1966","1966","?C","-0.108","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1967","1967","?C","-0.257","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1968","1968","?C","-0.153","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1969","1969","?C","0.089","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1970","1970","?C","-0.607","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1971","1971","?C","-0.105","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1972","1972","?C","0.308","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1973","1973","?C","0.322","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1974","1974","?C","-0.559","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1975","1975","?C","-0.47","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1976","1976","?C","-1.029","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1977","1977","?C","0.729","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1978","1978","?C","0.023","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1979","1979","?C","-0.088","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1980","1980","?C","-0.187","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1981","1981","?C","0.329","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1982","1982","?C","0.169","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1983","1983","?C","0.585","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1984","1984","?C","-0.289","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1985","1985","?C","0.256","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1986","1986","?C","0.124","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1987","1987","?C","0.337","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1988","1988","?C","0.397","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1989","1989","?C","0.25","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1990","1990","?C","0.25","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1991","1991","?C","-0.254","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1992","1992","?C","0.127","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1993","1993","?C","0.096","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1994","1994","?C","0.749","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1995","1995","?C","0.81","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1996","1996","?C","0.289","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1997","1997","?C","0.611","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1998","1998","?C","0.994","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","1999","1999","?C","0.404","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2000","2000","?C","-0.006","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2001","2001","?C","0.651","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2002","2002","?C","0.527","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2003","2003","?C","0.897","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2004","2004","?C","0.296","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2005","2005","?C","0.781","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2006","2006","?C","0.571","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2007","2007","?C","0.677","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2008","2008","?C","0.147","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2009","2009","?C","0.638","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2010","2010","?C","0.26","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2011","2011","?C","0.8","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2012","2012","?C","0.907","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2013","2013","?C","0.447","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2014","2014","?C","0.576","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2015","2015","?C","1.681","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2016","2016","?C","1.451","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2017","2017","?C","1.36","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2018","2018","?C","0.57","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2019","2019","?C","1.349","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep?Oct?Nov","2020","2020","?C","1.609","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7020","Meteorological year","1961","1961","?C","-0.127","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7020","Meteorological year","1962","1962","?C","0.215","Fc","Calculated data"
